"File","Size","Lines","Extension"
"snapshots\20250112-1220-phase-b-complete\www\scripts\export-csv.js","9371","297",".js"
"snapshots\20250112-1500\www\scripts\export-csv.js","9371","297",".js"
"snapshots\20250112-1700\staging\scripts\card-actions.js","9304","282",".js"
"scripts\security-audit.js","9278","309",".js"
"_quarantine\tests_pages\debug-cards.html","9198","173",".html"
"snapshots\20250112-1700\staging\scripts\export-csv.js","9073","297",".js"
"snapshots\20250112-1500\www\scripts\flickword.js","8809","287",".js"
"snapshots\20250112-1215\www\scripts\flickword.js","8809","287",".js"
"snapshots\20250112-1700\staging\scripts\flickword.js","8809","287",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\flickword.js","8809","287",".js"
"snapshots\20250112-1600\www\scripts\flickword.js","8809","287",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\flickword.js","8809","287",".js"
"snapshots\20250112-1700\staging\www\scripts\flickword.js","8809","287",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\flickword.js","8809","287",".js"
"www\scripts\flickword.js","8809","287",".js"
"_quarantine\backups\backup_20250903_181036\www\www\js\i18n.js","8696","215",".js"
"_quarantine\backups\backup_20250902_130607\js\i18n.js","8696","215",".js"
"_quarantine\backups\backup_20250903_181036\www\js\i18n.js","8696","215",".js"
"_quarantine\tests_pages\test-mobile-debug.html","8691","222",".html"
"backups\backup_v23.78_before_merge_20250914_093719\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1600\www\js\visibility-manager.js","8649","274",".js"
"backups\backup_v14.3_20250908_165215\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1500\www\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1415\www\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1400\www\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1700\staging\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1215\www\js\visibility-manager.js","8649","274",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\visibility-manager.js","8649","274",".js"
"snapshots\20250112-1700\staging\www\js\visibility-manager.js","8649","274",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\visibility-manager.js","8649","274",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\visibility-manager.js","8649","274",".js"
"www\js\visibility-manager.js","8649","274",".js"
"_quarantine\experiments\tests\mobile-card-compaction.spec.ts","8607","208",".ts"
"_quarantine\root_misc\test-login-modal-fix.html","8505","178",".html"
"www\features\trivia-safe.js","8293","218",".js"
"snapshots\20250112-1220-phase-b-complete\www\features\trivia-safe.js","8293","218",".js"
"snapshots\20250112-1215\www\features\trivia-safe.js","8293","218",".js"
"snapshots\20250112-1600\www\features\trivia-safe.js","8293","218",".js"
"snapshots\20250112-1700\staging\www\features\trivia-safe.js","8293","218",".js"
"snapshots\20250112-1700\staging\features\trivia-safe.js","8293","218",".js"
"backups\backup_v23.78_before_merge_20250112_093803\features\trivia-safe.js","8293","218",".js"
"backups\backup_v23.78_before_merge_20250914_093719\features\trivia-safe.js","8293","218",".js"
"snapshots\20250112-1500\www\features\trivia-safe.js","8293","218",".js"
"snapshots\20250112-1400\www\scripts\curated-lists.js","8278","221",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\curated-lists.js","8278","221",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\curated-lists.js","8278","221",".js"
"www\scripts\curated-lists.js","8278","221",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1600\www\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1415\www\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1500\www\scripts\curated-lists.js","8278","221",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1700\staging\www\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1215\www\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1700\staging\scripts\curated-lists.js","8278","221",".js"
"backups\backup_v14.3_20250908_165215\scripts\curated-lists.js","8278","221",".js"
"snapshots\20250112-1700\staging\www\quick-verification.html","8101","202",".html"
"_quarantine\root_misc\verify-desktop-search.html","7972","197",".html"
"_quarantine\experiments\FlickWord\FlickWord Test.html","7875","172",".html"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\settings\my-rows.js","7866","201",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1500\www\scripts\settings\my-rows.js","7866","201",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1600\www\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1415\www\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1700\staging\www\scripts\settings\my-rows.js","7866","201",".js"
"www\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1700\staging\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1215\www\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1400\www\scripts\settings\my-rows.js","7866","201",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\settings\my-rows.js","7866","201",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\styles\action-bar.css","7825","322",".css"
"backups\backup_v23.78_before_merge_20250112_093803\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1215\www\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1700\staging\www\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1400\www\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1500\www\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1220-phase-b-complete\www\styles\action-bar.css","7825","322",".css"
"backups\backup_v23.78_before_merge_20250914_093719\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1600\www\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1700\staging\styles\action-bar.css","7825","322",".css"
"snapshots\20250112-1415\www\styles\action-bar.css","7825","322",".css"
"www\styles\action-bar.css","7825","322",".css"
"test-phase-b-verification.html","7819","213",".html"
"snapshots\20250112-1400\www\scripts\optimized-home-loader.js","7775","233",".js"
"www\scripts\optimized-home-loader.js","7775","233",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1500\www\scripts\optimized-home-loader.js","7775","233",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1700\staging\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1415\www\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1700\staging\www\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1215\www\scripts\optimized-home-loader.js","7775","233",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1600\www\scripts\optimized-home-loader.js","7775","233",".js"
"snapshots\20250112-1700\staging\scripts\share-enhanced.js","7682","239",".js"
"www\scripts\share-enhanced.js","7680","239",".js"
"snapshots\20250112-1600\www\scripts\share-enhanced.js","7680","239",".js"
"snapshots\20250112-1700\staging\www\scripts\share-enhanced.js","7680","239",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\share-enhanced.js","7680","239",".js"
"snapshots\20250112-1500\www\scripts\share-enhanced.js","7680","239",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\share-enhanced.js","7680","239",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\share-enhanced.js","7680","239",".js"
"snapshots\20250112-1215\www\scripts\share-enhanced.js","7680","239",".js"
"_quarantine\root_misc\test-advanced-notif.html","7572","196",".html"
"_quarantine\backups\backup_20250903_181036\www\js\app.js","7340","203",".js"
"_quarantine\backups\backup_20250903_181036\www\www\js\app.js","7340","203",".js"
"_quarantine\backups\backup_20250902_130607\js\app.js","7340","203",".js"
"_quarantine\experiments\tests\desktop-search-row.spec.ts","7284","143",".ts"
"snapshots\20250112-1700\staging\scripts\community-player.js","6935","226",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\community-player.js","6933","226",".js"
"snapshots\20250112-1600\www\scripts\community-player.js","6933","226",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\community-player.js","6933","226",".js"
"www\scripts\community-player.js","6933","226",".js"
"snapshots\20250112-1500\www\scripts\community-player.js","6933","226",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\community-player.js","6933","226",".js"
"snapshots\20250112-1700\staging\www\scripts\community-player.js","6933","226",".js"
"snapshots\20250112-1215\www\scripts\community-player.js","6933","226",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\currently-watching-fix-test.js","6856","173",".js"
"backups\backup_v14.3_20250908_165215\scripts\currently-watching-fix-test.js","6856","173",".js"
"_quarantine\backups\backup_20250903_181036\www\sw.js","6790","224",".js"
"_quarantine\backups\backup_20250903_181036\www\www\sw.js","6790","224",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1700\staging\www\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1215\www\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1700\staging\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1500\www\scripts\community-final-verification.js","6755","174",".js"
"www\scripts\community-final-verification.js","6755","174",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1415\www\scripts\community-final-verification.js","6755","174",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\community-final-verification.js","6755","174",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1400\www\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1600\www\scripts\community-final-verification.js","6755","174",".js"
"snapshots\20250112-1700\staging\js\error-handler.js","6731","226",".js"
"snapshots\20250112-1500\www\js\error-handler.js","6731","226",".js"
"snapshots\20250112-1600\www\js\error-handler.js","6731","226",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\error-handler.js","6731","226",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\error-handler.js","6731","226",".js"
"www\js\error-handler.js","6731","226",".js"
"snapshots\20250112-1700\staging\www\js\error-handler.js","6731","226",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\error-handler.js","6731","226",".js"
"snapshots\20250112-1215\www\js\error-handler.js","6731","226",".js"
"_quarantine\root_misc\test-a11y-polish.html","6680","175",".html"
"www\js\emergency-functions.js","6586","176",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\emergency-functions.js","6584","176",".js"
"snapshots\20250112-1500\www\js\emergency-functions.js","6584","176",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\emergency-functions.js","6584","176",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\emergency-functions.js","6584","176",".js"
"snapshots\20250112-1600\www\js\emergency-functions.js","6584","176",".js"
"snapshots\20250112-1215\www\js\emergency-functions.js","6584","176",".js"
"snapshots\20250112-1700\staging\www\js\emergency-functions.js","6584","176",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\emergency-functions.js","6582","176",".js"
"snapshots\20250112-1700\staging\js\emergency-functions.js","6582","176",".js"
"snapshots\20250112-1400\www\js\emergency-functions.js","6582","176",".js"
"snapshots\20250112-1415\www\js\emergency-functions.js","6582","176",".js"
"snapshots\20250112-1500\www\sw.js","6554","224",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\sw.js","6554","224",".js"
"backups\backup_v23.78_before_merge_20250112_093803\sw.js","6554","224",".js"
"www\sw.js","6554","224",".js"
"snapshots\20250112-1700\staging\sw.js","6554","224",".js"
"snapshots\20250112-1215\www\sw.js","6554","224",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\sw.js","6554","224",".js"
"snapshots\20250112-1400\www\sw.js","6554","224",".js"
"snapshots\20250112-1220-phase-b-complete\www\sw.js","6554","224",".js"
"snapshots\20250112-1700\staging\www\sw.js","6554","224",".js"
"snapshots\20250112-1415\www\sw.js","6554","224",".js"
"snapshots\20250112-1600\www\sw.js","6554","224",".js"
"backups\backup_v14.3_20250908_165215\sw.js","6554","224",".js"
"backups\backup_v23.78_before_merge_20250914_093719\sw.js","6554","224",".js"
"_quarantine\root_misc\test-desktop-search.html","6550","167",".html"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\api\content.js","6542","180",".js"
"www\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\api\content.js","6542","180",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\api\content.js","6542","180",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1700\staging\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1400\www\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1700\staging\www\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1215\www\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1415\www\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1600\www\scripts\api\content.js","6542","180",".js"
"snapshots\20250112-1500\www\scripts\api\content.js","6542","180",".js"
"backups\backup_v14.3_20250908_165215\js\error-handler.js","6514","217",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\error-handler.js","6514","217",".js"
"snapshots\20250112-1215\www\scripts\container-alignment.js","6450","175",".js"
"snapshots\20250112-1700\staging\scripts\container-alignment.js","6450","175",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\container-alignment.js","6450","175",".js"
"snapshots\20250112-1600\www\scripts\container-alignment.js","6450","175",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\container-alignment.js","6450","175",".js"
"www\scripts\container-alignment.js","6450","175",".js"
"snapshots\20250112-1400\www\scripts\container-alignment.js","6450","175",".js"
"snapshots\20250112-1700\staging\www\scripts\container-alignment.js","6450","175",".js"
"snapshots\20250112-1500\www\scripts\container-alignment.js","6450","175",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\container-alignment.js","6450","175",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\container-alignment.js","6450","175",".js"
"snapshots\20250112-1415\www\scripts\container-alignment.js","6450","175",".js"
"_quarantine\tests_pages\debug-language-switching.html","6423","164",".html"
"_quarantine\tests_pages\test-desktop-cards.html","6404","164",".html"
"snapshots\20250112-1215\www\scripts\spotlight.js","6379","153",".js"
"backups\backup_v14.3_20250908_165215\scripts\spotlight.js","6379","153",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\spotlight.js","6379","153",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\spotlight.js","6379","153",".js"
"snapshots\20250112-1415\www\scripts\spotlight.js","6379","153",".js"
"www\scripts\spotlight.js","6379","153",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\spotlight.js","6379","153",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\spotlight.js","6379","153",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\spotlight.js","6379","153",".js"
"snapshots\20250112-1700\staging\www\scripts\spotlight.js","6379","153",".js"
"snapshots\20250112-1500\www\scripts\spotlight.js","6379","153",".js"
"snapshots\20250112-1700\staging\scripts\spotlight.js","6379","153",".js"
"snapshots\20250112-1400\www\scripts\spotlight.js","6379","153",".js"
"snapshots\20250112-1600\www\scripts\spotlight.js","6379","153",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\list-actions.js","6351","153",".js"
"snapshots\20250112-1400\www\scripts\list-actions.js","6351","153",".js"
"snapshots\20250112-1415\www\scripts\list-actions.js","6351","153",".js"
"backups\backup_v14.3_20250908_165215\scripts\list-actions.js","6351","153",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\list-actions.js","6351","153",".js"
"snapshots\20250112-1700\staging\www\accessibility-audit.js","6340","167",".js"
"snapshots\20250112-1700\staging\www\test-phase-c-verification.html","6328","172",".html"
"snapshots\20250112-1415\www\js\error-handler.js","6296","217",".js"
"snapshots\20250112-1400\www\js\error-handler.js","6296","217",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\error-handler.js","6296","217",".js"
"test-implementations.html","6165","136",".html"
"Check these\app.cleaned.js","6163","175",".js"
"snapshots\20250112-1215\www\js\auth.js","6150","143",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\auth.js","6150","143",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\auth.js","6150","143",".js"
"snapshots\20250112-1700\staging\www\js\auth.js","6150","143",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\auth.js","6150","143",".js"
"snapshots\20250112-1500\www\js\auth.js","6150","143",".js"
"snapshots\20250112-1600\www\js\auth.js","6150","143",".js"
"www\js\auth.js","6150","143",".js"
"snapshots\20250112-1700\staging\js\auth.js","6150","143",".js"
"snapshots\20250112-1215\www\debug-verification.js","6129","181",".js"
"snapshots\20250112-1500\www\debug-verification.js","6129","181",".js"
"snapshots\20250112-1700\staging\debug-verification.js","6129","181",".js"
"snapshots\20250112-1700\staging\www\debug-verification.js","6129","181",".js"
"backups\backup_v23.78_before_merge_20250112_093803\debug-verification.js","6129","181",".js"
"www\debug-verification.js","6129","181",".js"
"backups\backup_v23.78_before_merge_20250914_093719\debug-verification.js","6129","181",".js"
"snapshots\20250112-1220-phase-b-complete\www\debug-verification.js","6129","181",".js"
"snapshots\20250112-1600\www\debug-verification.js","6129","181",".js"
"_quarantine\backups\backup_20250903_181036\www\www\styles\mobile.css","6086","304",".css"
"_quarantine\backups\backup_20250903_181036\www\styles\mobile.css","6086","304",".css"
"backups\backup_v23.78_before_merge_20250914_093719\critical-translations.js","6067","179",".js"
"snapshots\20250112-1700\staging\www\critical-translations.js","6067","179",".js"
"snapshots\20250112-1500\www\critical-translations.js","6067","179",".js"
"backups\backup_v23.78_before_merge_20250112_093803\critical-translations.js","6067","179",".js"
"www\critical-translations.js","6067","179",".js"
"snapshots\20250112-1220-phase-b-complete\www\critical-translations.js","6067","179",".js"
"snapshots\20250112-1215\www\critical-translations.js","6067","179",".js"
"snapshots\20250112-1600\www\critical-translations.js","6067","179",".js"
"snapshots\20250112-1700\staging\critical-translations.js","6067","179",".js"
"snapshots\20250112-1700\staging\scripts\tmdb-seed.js","6027","136",".js"
"www\scripts\tmdb-seed.js","6027","136",".js"
"snapshots\20250112-1215\www\scripts\tmdb-seed.js","6027","136",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\tmdb-seed.js","6027","136",".js"
"snapshots\20250112-1700\staging\www\scripts\tmdb-seed.js","6027","136",".js"
"snapshots\20250112-1415\www\scripts\tmdb-seed.js","6027","136",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\tmdb-seed.js","6027","136",".js"
"snapshots\20250112-1600\www\scripts\tmdb-seed.js","6027","136",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\tmdb-seed.js","6027","136",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\tmdb-seed.js","6027","136",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\tmdb-seed.js","6027","136",".js"
"snapshots\20250112-1500\www\scripts\tmdb-seed.js","6027","136",".js"
"snapshots\20250112-1400\www\scripts\tmdb-seed.js","6027","136",".js"
"backups\backup_v14.3_20250908_165215\scripts\tmdb-seed.js","6027","136",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\duplicate-fix-test.js","5879","149",".js"
"backups\backup_v14.3_20250908_165215\scripts\duplicate-fix-test.js","5879","149",".js"
"snapshots\20250112-1700\staging\www\test-add-functionality.html","5864","113",".html"
"backups\backup_v23.78_before_merge_20250112_093803\test-add-functionality.html","5864","113",".html"
"snapshots\20250112-1215\www\test-add-functionality.html","5864","113",".html"
"www\test-add-functionality.html","5864","113",".html"
"snapshots\20250112-1500\www\test-add-functionality.html","5864","113",".html"
"snapshots\20250112-1220-phase-b-complete\www\test-add-functionality.html","5864","113",".html"
"backups\backup_v23.78_before_merge_20250914_093719\test-add-functionality.html","5864","113",".html"
"snapshots\20250112-1600\www\test-add-functionality.html","5864","113",".html"
"snapshots\20250112-1700\staging\test-add-functionality.html","5864","113",".html"
"_quarantine\experiments\tests\mobile-polish-guard.spec.ts","5783","172",".ts"
"backups\backup_v23.25_duplicate_fix_20250912_1051\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1400\www\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1600\www\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1700\staging\www\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1415\www\js\dom-cache.js","5670","194",".js"
"backups\backup_v23.78_before_merge_20250112_093803\js\dom-cache.js","5670","194",".js"
"backups\backup_v23.78_before_merge_20250914_093719\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1220-phase-b-complete\www\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1700\staging\js\dom-cache.js","5670","194",".js"
"backups\backup_v14.3_20250908_165215\js\dom-cache.js","5670","194",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1500\www\js\dom-cache.js","5670","194",".js"
"www\js\dom-cache.js","5670","194",".js"
"snapshots\20250112-1215\www\js\dom-cache.js","5670","194",".js"
"_quarantine\root_misc\test-mobile-guard.html","5576","124",".html"
"www\scripts\list-actions.js","5555","133",".js"
"snapshots\20250112-1600\www\scripts\list-actions.js","5555","133",".js"
"snapshots\20250112-1700\staging\scripts\list-actions.js","5555","133",".js"
"snapshots\20250112-1215\www\scripts\list-actions.js","5555","133",".js"
"snapshots\20250112-1700\staging\www\scripts\list-actions.js","5555","133",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\list-actions.js","5555","133",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\list-actions.js","5555","133",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\list-actions.js","5555","133",".js"
"snapshots\20250112-1500\www\scripts\list-actions.js","5555","133",".js"
"_quarantine\root_misc\test-notif-engine.html","5372","155",".html"
"snapshots\20250112-1700\staging\www\scripts\share-modal.js","5253","137",".js"
"backups\backup_v14.3_20250908_165215\scripts\share-modal.js","5253","137",".js"
"snapshots\20250112-1500\www\scripts\share-modal.js","5253","137",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\share-modal.js","5253","137",".js"
"snapshots\20250112-1400\www\scripts\share-modal.js","5253","137",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\share-modal.js","5253","137",".js"
"snapshots\20250112-1600\www\scripts\share-modal.js","5253","137",".js"
"snapshots\20250112-1415\www\scripts\share-modal.js","5253","137",".js"
"snapshots\20250112-1215\www\scripts\share-modal.js","5253","137",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\share-modal.js","5253","137",".js"
"www\scripts\share-modal.js","5253","137",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\share-modal.js","5253","137",".js"
"snapshots\20250112-1700\staging\scripts\share-modal.js","5253","137",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\share-modal.js","5253","137",".js"
"_quarantine\experiments\tests\debug-event-handlers.spec.ts","5230","146",".ts"
"snapshots\20250112-1600\www\verify-fixes.js","5135","128",".js"
"snapshots\20250112-1215\www\verify-fixes.js","5135","128",".js"
"snapshots\20250112-1700\staging\www\verify-fixes.js","5135","128",".js"
"snapshots\20250112-1700\staging\verify-fixes.js","5135","128",".js"
"snapshots\20250112-1220-phase-b-complete\www\verify-fixes.js","5135","128",".js"
"backups\backup_v23.78_before_merge_20250914_093719\verify-fixes.js","5135","128",".js"
"snapshots\20250112-1500\www\verify-fixes.js","5135","128",".js"
"backups\backup_v23.78_before_merge_20250112_093803\verify-fixes.js","5135","128",".js"
"www\verify-fixes.js","5135","128",".js"
"snapshots\20250112-1220-phase-b-complete\www\find-missing-translations.js","5132","167",".js"
"www\find-missing-translations.js","5132","167",".js"
"snapshots\20250112-1500\www\find-missing-translations.js","5132","167",".js"
"snapshots\20250112-1215\www\find-missing-translations.js","5132","167",".js"
"snapshots\20250112-1700\staging\www\find-missing-translations.js","5132","167",".js"
"backups\backup_v23.78_before_merge_20250914_093719\find-missing-translations.js","5132","167",".js"
"backups\backup_v23.78_before_merge_20250112_093803\find-missing-translations.js","5132","167",".js"
"snapshots\20250112-1700\staging\find-missing-translations.js","5132","167",".js"
"snapshots\20250112-1600\www\find-missing-translations.js","5132","167",".js"
"snapshots\20250112-1600\www\scripts\curated-seed.js","5087","108",".js"
"backups\backup_v23.78_before_merge_20250112_093803\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1215\www\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1700\staging\www\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1700\staging\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1500\www\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\curated-seed.js","5087","108",".js"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\curated-seed.js","5087","108",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1415\www\scripts\curated-seed.js","5087","108",".js"
"www\scripts\curated-seed.js","5087","108",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\curated-seed.js","5087","108",".js"
"backups\backup_v14.3_20250908_165215\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1400\www\scripts\curated-seed.js","5087","108",".js"
"snapshots\20250112-1400\www\scripts\search-controller.js","5008","135",".js"
"snapshots\20250112-1415\www\scripts\search-controller.js","5008","135",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\search-controller.js","5008","135",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\simple-tab-manager.js","4919","151",".js"
"backups\backup_v14.3_20250908_165215\scripts\simple-tab-manager.js","4919","151",".js"
"backups\backup_v14.4_card_standardization_20250908_171454\scripts\card-size-test.js","4887","126",".js"
"backups\backup_v14.3_20250908_165215\scripts\card-size-test.js","4887","126",".js"
"_quarantine\backups\backup_20250903_181036\www\js\utils.js","4873","157",".js"
"_quarantine\backups\backup_20250903_181036\www\www\js\utils.js","4873","157",".js"
"_quarantine\backups\backup_20250902_130607\js\utils.js","4873","157",".js"
"netlify\functions\feedback.js","4799","149",".js"
"_quarantine\experiments\tests\debug-search-detailed.spec.ts","4773","127",".ts"
"backups\backup_v23.78_before_merge_20250914_093719\scripts\simple-tab-manager.js","4742","150",".js"
"www\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1600\www\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1415\www\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1215\www\scripts\simple-tab-manager.js","4742","150",".js"
"backups\backup_v23.25_duplicate_fix_20250912_1051\scripts\simple-tab-manager.js","4742","150",".js"
"snapshots\20250112-1220-phase-b-complete\www\scripts\simple-tab-manager.js","4742","150",".js"
